@RELATION Untitled

@ATTRIBUTE fLength	real
@ATTRIBUTE fWidth	real
@ATTRIBUTE fSize	real
@ATTRIBUTE fConc	real
@ATTRIBUTE fConc1	real
@ATTRIBUTE fAsym	real
@ATTRIBUTE fM3Long	real
@ATTRIBUTE fM3Trans	real
@ATTRIBUTE fAlpha	real
@ATTRIBUTE fDist	real
@ATTRIBUTE class	{g,h}

@DATA
29.6483,12.4933,2.3139,0.6553,0.3325,11.4338,24.4667,4.1262,21.2221,134.977,g
84.2719,28.9583,2.6772,0.3701,0.2093,-31.3787,-80.5427,18.5167,14.638,318.129,h
39.9087,17.1227,2.7243,0.2981,0.1538,27.7499,34.8366,-8.4203,40.603,70.9618,g
42.1522,24.1409,2.8791,0.2008,0.1037,-33.4114,-17.5803,-16.2083,21.355,156.687,g
29.6729,0,2.534,0.7602,0.4137,28.0699,27.6467,-0.0001,16.2676,185.497,h
82.2565,26.4198,2.9626,0.1755,0.0888,-175.129,58.4574,-14.0413,18.458,158.451,g
21.0242,7.1132,2.0149,0.6957,0.3527,-24.8074,-8.9055,6.1742,47.2668,152.297,g
58.0899,14.4724,2.7029,0.3171,0.1596,-55.8533,31.8672,6.0334,12.6816,302.801,g
50.0412,22.0004,2.9715,0.2072,0.1148,-0.5484,44.8267,16.6204,30.836,50.6282,g
229.285,112.515,3.5194,0.1458,0.0806,-262.013,-134.645,-134.395,1.944,131.3,h
66.8423,14.7113,2.6335,0.3372,0.1802,48.2143,61.796,-9.3751,8.368,272.43,g
22.894,16.388,2.4969,0.4586,0.2755,-6.4676,5.1575,4.2964,69.6348,166.487,g
38.6913,19.2133,2.781,0.3361,0.1697,33.0588,22.1306,12.9994,20.12,264.534,h
37.7361,9.6408,2.7889,0.4309,0.2171,-43.5298,-5.5258,-3.052,1.7976,218.111,h
182.1544,35.9937,2.8363,0.4723,0.2431,-129.3361,-193.0007,-27.7674,24.73,336.8741,h
26.4689,21.5712,2.5384,0.7786,0.398,29.7626,2.1894,-23.772,75.699,402.625,h
12.7309,11.6572,2.0774,0.7197,0.3724,15.309,-6.4504,-11.3955,36.458,190.893,g
37.5148,21.0421,2.8621,0.3187,0.1669,-67.4785,30.1293,12.3711,7.0452,263.02,g
43.5727,20.0674,2.828,0.2808,0.1404,-19.3202,-28.4975,15.0518,11.1311,190.861,g
24.1319,13.4127,2.6314,0.5047,0.2909,0.1299,20.0412,-11.6553,51.3869,214.806,g
63.1196,31.0642,3.3687,0.1823,0.1038,46.2564,59.8515,14.7941,6.423,314.41,g
40.964,2.255,2.2857,0.668,0.3923,42.1283,27.3428,2.5594,42.9999,205.6136,h
74.9208,32.2449,3.4986,0.3106,0.161,-17.9397,-48.9905,9.5949,1.408,361.98,g
53.2467,6.4925,2.6449,0.4077,0.2163,2.9885,19.9021,3.9065,78.769,238.214,h
21.9693,10.1512,2.3424,0.6227,0.3977,20.2552,20.192,-11.5115,5.762,200.756,g
37.2577,12.0793,2.4354,0.356,0.2037,5.1882,-17.8545,6.037,30.015,61.1727,h
21.3385,10.4966,2.2529,0.5531,0.3045,-5.8033,17.4759,9.7582,17.1321,55.6086,g
25.8512,11.0935,2.5478,0.4674,0.2705,32.4601,16.6389,4.6739,81.6762,216.16,h
22.8168,15.1381,2.6871,0.483,0.3155,-19.4802,-13.0207,7.7971,51.93,189.24,h
303.5676,38.31,3.5777,0.1476,0.0812,-449.9526,200.3148,-19.2293,71.5012,86.0291,h
17.6569,10.4081,2.3598,0.6419,0.3734,19.9805,12.0855,4.9973,19.9398,185.554,g
22.6255,15.2609,2.7415,0.4062,0.2294,-4.89,-11.3924,-7.7689,15.109,133.836,g
60.1777,22.4696,3.1116,0.2042,0.1071,79.6533,44.1507,14.277,1.877,246.783,g
12.9881,10.8743,2.1746,0.7492,0.4716,13.7024,-5.9007,7.8011,57.4381,190.32,g
33.6033,16.4011,2.688,0.3385,0.1877,-6.8331,24.9757,12.9576,0.972,248.741,g
85.9865,43.4833,3.7753,0.1394,0.0731,-38.9823,69.3781,27.3208,0.3985,291.03,g
43.8989,38.2552,3.4351,0.1333,0.0666,14.6841,33.4748,-30.1418,57.981,144.261,g
48.908,23.1113,2.4807,0.3537,0.1769,-55.9717,37.9526,13.6168,2.5147,214.194,g
16.8293,10.5024,2.3284,0.7042,0.3967,5.4174,-8.3196,-8.336,53.9159,124.652,g
287.7708,35.2639,2.8964,0.3985,0.2743,-363.3382,199.2069,17.0406,24.9144,130.3047,h
27.4956,11.4934,2.5315,0.4765,0.2574,-3.9476,-24.1313,-9.2681,25.1126,155.765,g
27.0634,9.7774,2.3294,0.4403,0.2272,-12.8749,16.597,-5.5194,31.108,158.647,g
27.5376,7.3868,2.2122,0.589,0.3773,10.5537,11.2293,3.5026,9.1895,193.294,g
32.5857,10.1356,2.5667,0.6122,0.3323,1.986,-13.4293,9.4657,77.1964,114.3193,h
19.1106,16.0598,2.6609,0.5087,0.2587,18.4076,15.3466,9.5807,19.125,185.174,g
31.9212,16.7667,2.6566,0.3837,0.2348,3.7913,21.017,3.4354,3.045,249.375,g
36.7226,23.1042,2.9906,0.2657,0.1559,19.3852,-22.9758,20.7725,9.5163,177.32,g
93.1434,23.7479,3.1433,0.2013,0.1024,14.8203,86.5242,12.3173,13.1944,285.632,g
41.9225,21.375,2.7247,0.2413,0.1329,0.5782,-21.0698,11.8249,68.2604,198.217,h
81.0307,37.1452,2.9312,0.2578,0.147,67.3503,75.7769,-32.2424,28.508,180.939,g
28.2082,12.1254,2.4099,0.4163,0.2082,6.3914,-19.1434,-10.7975,64.547,78.8033,g
30.9023,17.6166,2.6021,0.39,0.2612,21.4873,24.5736,-9.8571,10.6775,202.231,g
18.1158,10.4259,2.3655,0.6121,0.3384,21.7377,11.1294,-4.8886,47.2489,144.116,g
34.6176,15.4927,2.6031,0.4214,0.2756,34.8654,31.8528,13.7698,22.7129,87.4655,g
81.4857,36.6442,3.6535,0.1799,0.0907,-27.4566,65.2557,33.5719,2.1539,302.711,g
173.9607,70.6821,3.684,0.2145,0.1017,-129.6466,-158.1627,-25.6595,41.9359,364.5721,h
21.7375,6.6071,2.1746,0.7291,0.4515,21.617,14.7249,-6.5268,8.734,100.004,g
12.926,11.3551,2.3988,0.7425,0.3812,-15.032,4.5285,-11.711,60.0829,193.697,h
34.3872,31.6236,3.2924,0.2198,0.1217,21.1503,28.0159,-25.0545,20.7695,106.629,g
47.4705,14.2477,2.7245,0.3287,0.2067,-46.9323,-25.0402,-7.4446,20.5946,224.3131,h
143.47,54.3127,3.7465,0.0886,0.0453,-204.767,-40.2249,36.2939,2.037,282.608,h
24.5103,0,2.0473,0.6996,0.3722,27.8477,12.4977,0,14.1769,106.078,g
43.3005,17.4843,2.6812,0.2521,0.1302,-13.7499,-21.9973,15.5144,3.1075,193.811,g
34.5402,10.4504,2.5587,0.4613,0.2887,3.4799,-3.2643,8.8301,12.336,156.209,g
20.9462,8.882,2.612,0.6135,0.3483,24.7256,31.1217,2.315,35.7754,193.5054,h
18.0375,15.5268,2.617,0.5024,0.2669,2.902,-9.3529,8.2196,72.3693,208.358,g
31.6176,17.0671,2.7767,0.3629,0.1931,25.9072,11.435,-7.234,2.98,146.036,g
126.328,26.6941,2.953,0.2791,0.2072,-149.7134,113.1126,17.5409,5.6993,207.8295,h
17.386,11.1422,2.2625,0.5519,0.2814,-0.4324,4.6222,2.8941,8.311,104.602,g
17.2868,10.6246,2.4777,0.5751,0.2994,-22.335,-19.4539,7.0827,86.4343,158.3132,h
96.8163,31.2378,3.555,0.2889,0.1573,-82.4338,-52.7944,-22.2398,0.192,398.806,g
73.889,20.924,2.6997,0.2487,0.1527,81.2,25.2975,-20.2699,20.778,130.2067,h
66.4147,22.961,3.5732,0.2434,0.1236,21.8641,64.5106,7.9777,1.147,231.359,g
213.4886,83.705,3.5707,0.1343,0.0748,-212.6945,-96.2903,-78.2844,46.0347,157.1545,h
97.4727,64.6539,3.7562,0.1364,0.0816,-48.2796,-68.2785,21.1656,55.2934,315.446,h
25.6108,14.1868,2.5838,0.4329,0.2673,16.2564,-9.5178,9.0111,18.184,223.637,g
110.367,62.6716,3.7214,0.2218,0.1114,-48.6699,-128.184,56.6207,16.8294,337.87,h
162.052,136.031,4.0612,0.0374,0.0187,116.741,-64.858,-45.216,76.96,256.788,g
110.567,31.4565,3.7702,0.1456,0.078,64.9389,123.468,-10.2756,1.9947,195.796,g
29.1138,13.8775,2.6742,0.601,0.4053,11.349,14.3524,6.2646,63.0504,191.5855,h
17.9171,10.7729,2.5184,0.6905,0.4186,6.713,9.8405,-1.586,2.335,187.5844,h
42.1812,8.9408,2.7645,0.3577,0.1849,36.5125,-15.2216,-5.153,26.4708,104.508,h
171.894,70.2817,3.3951,0.1127,0.063,-111.596,-159.374,-48.9268,33.3319,257.985,h
43.3752,20.5633,2.6762,0.2592,0.1338,65.1906,21.4853,-15.6132,17.999,169.105,g
47.5572,15.3059,2.9472,0.2699,0.1621,11.9493,36.4325,-9.1034,10.781,168.825,g
24.6754,12.0523,2.5658,0.4348,0.2296,5.5282,10.1589,9.2972,15.901,140.021,g
28.5676,18.562,2.9219,0.3483,0.1837,2.7163,14.949,-11.1739,8.016,181.981,g
18.0444,10.4284,2.3139,0.6117,0.3471,21.3215,11.4491,4.4516,26.162,138.586,g
37.2101,21.4865,2.8932,0.312,0.172,2.3956,-14.5867,-10.3813,9.381,187.575,g
77.2151,38.289,3.302,0.1222,0.0611,28.9301,90.733,10.6149,64.7142,146.629,h
53.051,8.7223,2.8438,0.4071,0.2126,4.064,21.3111,-6.1979,68.4705,250.0441,h
29.7011,16.3399,2.7631,0.5338,0.3032,18.5694,28.2478,-18.3741,54.9128,145.0072,h
16.5264,11.0962,2.3747,0.6456,0.3903,-3.1107,6.4167,7.9088,37.168,154.307,g
21.6367,10.7785,2.5192,0.5688,0.3041,13.5325,-16.1441,7.3029,69.7619,119.687,h
18.287,10.4671,2.4346,0.5846,0.318,22.7385,10.3028,-4.2936,46.7955,225.26,h
51.326,17.6006,3.0554,0.3002,0.2047,10.5117,53.6403,7.9215,7.26,247.871,g
32.9701,19.1408,2.6149,0.3883,0.2367,-2.0584,-32.71,-13.798,30.8151,154.294,h
65.192,11.176,2.6165,0.3047,0.1608,8.5555,-15.1116,10.3612,8.637,203.935,g
195.22,67.3082,3.5708,0.1007,0.0582,-242.595,-149.315,45.394,12.793,236.332,h
55.7428,10.4853,3.0882,0.2172,0.1334,18.4928,43.8593,4.4689,57.4427,107.9931,h
40.9586,17.5945,2.7955,0.2802,0.1817,-7.9106,21.8974,-8.4883,2.9065,171.955,g
76.7162,25.0038,2.9741,0.1911,0.0982,77.3171,72.404,-19.5876,2.292,233.37,g
20.8299,12.9669,2.3334,0.4965,0.2622,15.7452,8.4718,-2.2807,2.799,135.771,g
29.3345,12.0211,2.4683,0.4184,0.2296,15.9527,7.2054,-8.0449,0.936,197.788,g
12.59,11.8424,2.1538,0.6947,0.3754,-16.1464,9.8556,7.9256,84.3099,46.2508,g
65.7116,24.1272,3.2163,0.1817,0.0939,27.0021,59.1527,10.1304,0.32,193.564,g
37.4896,25.0268,3.1722,0.2388,0.1201,-16.1489,-19.7635,10.6776,75.311,44.8178,g
33.4503,21.3933,2.9088,0.3085,0.1795,-14.6573,-16.1055,-15.1654,35.894,234.712,h
28.9066,15.8251,2.6425,0.3462,0.1948,-0.9586,15.7434,11.4215,23.9718,164.343,g
29.719,16.6646,2.5031,0.3893,0.2213,-34.3291,-25.141,17.7535,4.549,204.247,g
184.9553,116.9481,3.9189,0.1126,0.0642,-81.599,-172.2959,-100.0102,4.4175,268.8151,h
28.0299,20.3342,2.723,0.4011,0.2431,19.7285,17.2489,-12.1098,2.7746,79.8198,g
24.07,17.2927,2.6258,0.4213,0.2379,9.0768,19.9668,-15.5285,33.07,93.1878,g
19.1962,7.2453,2.6031,0.7656,0.6172,13.8052,19.1667,-1.4198,29.2578,251.85,h
36.1483,21.5701,2.8445,0.2876,0.1509,26.1742,34.2588,-8.8342,13.2839,193.939,g
50.1213,16.8076,2.9886,0.2331,0.1186,15.341,26.346,-13.551,2.8481,181.503,g
33.1485,26.1488,3.1149,0.2387,0.1262,-25.8167,-16.0514,20.3149,38.817,196.181,g
255.628,85.8475,3.5024,0.1585,0.0892,-329.797,142.341,-49.1842,66.556,299.144,h
64.3202,35.1645,3.2496,0.2798,0.1849,-32.0241,-40.8468,23.9417,0.217,308.944,g
54.1708,9.4098,2.5176,0.5001,0.2612,-44.8802,-39.1047,8.5896,35.8524,120.0867,h
12.7395,11.6166,2.0434,0.7149,0.3937,15.5222,-8.7786,9.7171,29.266,228.304,g
30.4186,19.6837,2.8395,0.4009,0.2583,4.2864,13.9833,-17.0272,6.1324,238.562,g
37.264,19.6944,3.0073,0.2625,0.1332,8.7516,22.6513,-15.8655,6.5171,196.023,g
28.9288,8.3747,2.372,0.569,0.3121,19.3269,-17.2929,-9.3341,20.6729,174.312,g
21.4086,9.9958,2.2788,0.5684,0.3342,-4.3365,16.2155,9.9467,35.187,101.901,g
30.5394,12.5269,2.5623,0.5562,0.4123,17.2047,27.7356,-10.2433,30.612,267.933,h
18.5269,6.6591,2.3936,0.8646,0.4747,17.9224,13.8558,4.1848,44.8909,147.456,h
94.7218,38.4855,4.1226,0.0802,0.0404,25.8007,78.4474,17.5828,1.676,252.039,g
73.0506,31.6847,3.3732,0.3358,0.2136,16.182,35.5014,-11.2395,1.687,346.585,g
53.069,17.1498,2.7774,0.2838,0.1845,-26.09,-45.019,-9.618,5.413,129.754,g
36.779,11.1515,2.6345,0.4938,0.326,29.1385,22.4575,-12.7209,28.694,74.9453,h
16.9011,10.5483,2.4133,0.6757,0.4228,2.5201,-5.9124,-8.2169,73.5542,227.385,h
78.0986,34.529,3.4361,0.3396,0.2046,29.7269,45.0492,-20.5077,1.267,391.406,g
21.3428,16.2565,2.42,0.4144,0.2186,28.1162,-9.8288,11.2714,0.6445,131.011,g
26.976,14.0429,2.4969,0.4682,0.2436,19.0082,12.9016,3.6409,0.6298,139.015,h
17.6021,9.474,2.48,0.702,0.5017,6.0734,-13.1921,-9.8941,11.993,137.412,h
37.598,19.7521,2.9793,0.2381,0.1306,17.9564,15.8218,9.8806,19.158,155.814,g
25.0966,9.6939,2.5885,0.6108,0.4682,26.6969,14.9191,-6.1255,30.7288,117.6345,h
90.0304,26.6033,2.9186,0.2087,0.1176,46.7378,101.203,-20.0041,17.8697,190.221,g
22.4411,16.5939,2.4116,0.4612,0.2345,-13.8813,-15.9051,9.4234,44.78,103.951,g
29.5348,9.0383,2.3274,0.4988,0.3082,37.4322,-8.5855,5.9459,7.356,204.454,g
73.5065,33.3536,3.2636,0.3221,0.2466,-1.6256,61.0495,31.2638,12.7952,360.797,g
26.181,16.3281,2.4014,0.4246,0.248,13.7201,-18.7301,10.3779,38.3827,166.668,g
24.2385,10.9437,2.4385,0.5173,0.3333,9.9459,21.3701,-5.7577,10.9363,178.879,g
24.0789,11.8664,2.6294,0.5023,0.2758,9.9897,14.9815,-11.2132,22.926,161.42,g
156.238,19.8869,2.7716,0.643,0.3443,-35.1942,-169.783,14.2535,16.183,312.115,h
20.4751,12.3055,2.3883,0.5603,0.3701,16.4521,15.9503,8.5912,10.796,194.27,g
78.7228,16.1085,3.1596,0.2763,0.1666,50.8437,72.2015,8.0076,1.585,209.641,g
14.8508,14.7363,2.4262,0.4417,0.2028,20.056,13.3743,6.5292,18.0463,94.3795,h
75.8366,32.0853,3.4842,0.1627,0.0874,-67.3406,46.6759,-20.8778,0.2581,293.28,g
72.9523,30.5716,3.5797,0.1361,0.0701,14.3582,67.4553,14.3698,0.702,195.749,g
27.7252,14.7943,2.6439,0.3768,0.21,30.6781,22.5883,-5.672,12.665,168.638,g
31.4664,8.7537,2.6031,0.5337,0.3753,-1.4752,20.6385,-5.6991,75.413,95.6832,h
59.7264,24.6707,2.8341,0.2901,0.1941,-14.6332,-28.9203,-18.9417,28.28,200.505,g
55.1008,12.5396,3.0355,0.2813,0.1567,-41.6021,0.3523,-6.6254,66.513,223.3597,h
233.685,39.0338,2.9442,0.357,0.2086,-141.761,-192.201,-16.7395,40.1961,172.779,h
28.5624,14.2323,2.7213,0.4364,0.2973,-19.8545,28.481,8.802,77.688,94.2907,h
29.8615,19.2602,2.769,0.3217,0.2136,7.2087,-17.2622,-8.3895,63.944,56.519,g
41.2127,25.0323,3.0426,0.2448,0.1238,-26.3536,34.481,-23.9756,9.425,184.823,g
32.7426,11.4639,2.637,0.376,0.2018,-2.4183,21.0286,4.8942,72.4517,249.845,h
65.841,30.3489,2.9908,0.2196,0.1139,57.2941,52.4692,23.8275,7.81,237.263,g
12.898,9.3741,2.3925,0.6594,0.4721,5.9645,-3.665,-13.6478,56.9702,111.7213,h
36.6371,17.8658,2.4983,0.2921,0.1476,-51.3737,14.5003,-13.7279,15.401,157.466,g
91.2813,15.2824,2.5932,0.347,0.1799,59.9568,49.2624,-9.2647,66.8335,83.469,h
25.8364,18.8065,2.659,0.3816,0.1941,3.8979,19.2688,-10.7975,4.6269,248.951,g
11.8465,10.9758,2.4908,0.6086,0.3112,27.7157,24.577,11.4227,27.3756,171.9282,h
28.4434,12.1562,2.4346,0.3787,0.193,24.1115,21.7119,-8.8176,2.976,250.944,g
52.412,11.8978,3.102,0.2183,0.1087,44.073,32.7187,-6.612,36.3549,140.0659,h
29.0234,15.0818,2.6749,0.463,0.2928,2.4375,1.2191,-11.5072,46.187,174.816,g
29.1755,23.2356,2.9664,0.2788,0.1745,2.0567,16.8998,-6.5657,34.4518,100.674,g
44.1319,14.6347,2.6977,0.2869,0.1555,-20.9249,4.2475,-5.1369,21.324,165.344,g
19.3789,18.1298,2.6915,0.3784,0.2126,-1.8235,9.3091,6.7662,84.0609,181.251,g
28.3463,13.4075,2.4433,0.5297,0.3009,34.0842,17.2129,-12.7297,6.785,169.642,g
134.9242,78.9657,3.4392,0.2747,0.1164,-125.9193,104.4297,50.3826,73.7912,327.8042,h
208.724,51.3682,3.242,0.1506,0.0753,209.179,166.987,-34.032,83.3529,178.474,h
27.515,14.227,2.6196,0.4034,0.2197,-14.2964,-16.8821,9.1943,8.977,173.972,g
22.5931,0.0033,2.2418,0.7736,0.4155,-3.9542,13.6766,0,19.423,234.385,g
95.3181,35.3184,3.7552,0.1783,0.0964,-39.8524,67.2836,-13.3589,5.0683,290.643,g
24.1494,7.9715,2.5248,0.5343,0.2614,0.3688,19.6317,1.6278,52.3185,219.0456,h
64.8397,22.7859,3.4214,0.1804,0.0904,2.588,51.7055,13.6157,0.109,229.045,g
29.4022,15.8372,2.7604,0.4236,0.237,11.3791,-17.9492,9.485,3.0127,139.403,g
22.4471,17.7029,2.4706,0.4061,0.2081,5.3348,9.5615,-12.5984,20.1636,184.781,g
121.5846,24.0051,2.9664,0.3009,0.1559,-82.1125,-117.7839,13.1076,66.1716,56.4439,h
44.7821,14.8631,2.889,0.2569,0.1414,31.6467,24.9265,8.4655,4.0468,242.131,g
28.7324,14.6792,2.4683,0.4116,0.2398,29.0682,19.1661,-11.1933,4.0499,137.387,g
110.6346,70.7311,3.4703,0.1646,0.1027,-177.3769,75.6716,-32.366,50.6682,374.7549,h
40.9872,16.3956,2.7147,0.3259,0.1649,-24.6696,-26.6872,-11.6003,0.0821,231.651,g
87.5886,35.4168,3.1108,0.2239,0.1166,-50.6007,32.1032,31.0828,48.6116,264.632,h
12.9512,11.0321,2.4091,0.7368,0.4581,-14.0676,7.0344,-6.6587,68.3731,204.969,h
16.8461,11.1648,2.4683,0.6088,0.3214,3.9076,-8.6159,6.0436,31.5053,190.221,g
46.3706,21.9331,2.9206,0.3109,0.1603,26.5122,32.6991,-13.6362,2.447,264.805,g
106.1228,35.7363,3.0275,0.3822,0.2044,73.3577,124.6383,-17.1377,84.007,14.5272,h
31.4657,17.5314,2.9383,0.3643,0.1954,29.5697,30.4555,11.1724,4.625,212.014,g
97.7959,28.0811,3.6101,0.227,0.1508,-15.814,66.259,12.8246,7.8023,324.538,g
191.5672,80.6114,3.7321,0.148,0.0721,24.5414,-275.0622,52.3232,33.2709,358.7917,h
57.1546,39.0976,2.943,0.3694,0.2195,28.6342,69.9925,-28.6106,13.062,60.0663,h
15.138,8.0748,2.0252,0.6932,0.3779,-10.5446,9.0028,-14.7149,1.9985,142.5278,h
42.2087,17.1098,2.7649,0.2801,0.1555,-19.0349,27.2251,12.3185,50.521,35.1638,g
18.9718,9.1695,2.5369,0.6263,0.331,-18.1494,-10.4171,-1.7737,79.1202,175.8149,h
20.3792,6.807,2.2028,0.79,0.4671,19.6537,15.2462,5.5324,55.157,195.712,g
57.7473,11.3677,3.0812,0.282,0.1464,24.3892,35.8005,6.2674,25.3002,129.085,h
22.2724,0,2.1508,0.7279,0.4488,-0.2118,5,0.0001,46.1424,216.186,g
56.3338,20.6646,2.7304,0.3256,0.213,-80.6645,22.5169,-13.7872,2.257,281.088,g
17.8206,10.352,2.356,0.6608,0.3326,-21.7175,-10.5776,6.7436,73.0659,229.696,h
22.5713,17.1268,2.5994,0.3736,0.2023,23.4649,23.2608,6.5537,6.5907,231.3564,h
100.961,46.5423,4.1751,0.0899,0.0478,10.6786,82.1558,25.0621,3.045,315.529,g
117.9707,13.2646,3.2611,0.1602,0.1049,54.2458,47.3084,-6.1551,69.0213,165.1786,h
140.6142,104.4255,3.8789,0.0583,0.039,-22.656,59.7584,-55.2579,85.1154,295.2699,h
28.8406,10.3802,2.404,0.5089,0.2978,3.7736,22.7713,7.15,34.518,141.221,g
23.137,17.6869,2.2613,0.4274,0.2164,27.6031,7.5158,-10.8849,82.2627,82.8534,g
67.3736,23.2082,2.7878,0.4189,0.2274,-66.2448,-50.8812,13.3178,2.135,294.976,g
53.1993,25.1529,2.9724,0.2291,0.1359,-23.163,-43.4786,16.2952,4.7161,202.754,g
23.133,8.7943,2.2856,0.6425,0.3446,28.3743,-8.3202,-9.7853,12.164,158.306,g
60.8805,23.504,3.2068,0.2627,0.1326,43.1884,80.4394,-17.9185,63.5812,56.2458,g
66.6383,32.5347,3.2848,0.1739,0.1093,59.9954,50.3724,-20.8222,5.2154,219.464,g
32.3656,9.7166,2.5211,0.5181,0.2726,-0.3136,25.3308,5.2685,43.291,143.377,g
41.8126,10.9456,2.8612,0.3909,0.2182,31.6236,18.7104,-4.8886,40.4672,209.872,h
183.615,71.5243,3.3483,0.3686,0.2226,-174.906,-149.21,105.178,72.373,450.349,h
27.3719,9.6941,2.5826,0.7007,0.383,-26.0024,-20.1652,10.7687,89.5153,20.8435,h
42.1536,23.1402,3.1998,0.2254,0.1215,0.0818,-32.8412,13.3461,8.0243,167.334,g
43.7342,18.6058,3.1263,0.2684,0.1372,-7.5902,32.6551,12.8509,5.3918,228.839,g
25.0832,11.5271,2.5172,0.4833,0.2781,7.0474,11.0623,-9.8903,41.3992,234.508,g
233.1126,63.385,3.852,0.1121,0.0583,-191.9953,-267.005,-54.4777,33.7212,316.122,h
83.9567,30.1932,2.7654,0.3561,0.2168,65.479,76.965,-19.495,81.213,123.8843,h
18.2406,10.5498,2.2201,0.5783,0.2922,-23.7999,-8.9074,5.0306,18.975,193.928,g
95.6747,39.4454,3.972,0.0997,0.0542,-3.1486,82.3899,-37.7369,3.175,282.929,g
20.6112,17.6015,2.2911,0.4962,0.2788,11.3106,-13.1724,-7.8231,65.696,71.1747,g
121.54,12.7204,2.3375,0.4276,0.2184,97.1065,90.6037,-8.3424,2.8134,172.702,g
39.9963,13.3568,2.7547,0.3272,0.1996,15.6084,-26.0873,-11.7439,6.032,203.132,g
34.6583,27.1975,2.8974,0.2345,0.1272,-5.9433,29.622,11.2306,55.5748,100.2511,h
16.9261,10.9772,2.3541,0.6283,0.3783,-2.2159,6.4767,7.515,37.753,98.6605,g
16.5285,10.999,2.3692,0.6581,0.3996,-3.3234,6.3665,-8.1195,11.404,131.501,g
12.644,11.7606,2.0626,0.6926,0.3853,-15.971,9.8408,0,7.5002,114.916,g
44.2157,19.8863,3.1252,0.2759,0.1548,36.2909,39.2318,-5.6117,9.565,144.714,g
258.5767,154.4648,3.5145,0.0576,0.046,381.2499,-181.1397,-120.4308,58.9818,184.4086,h
40.8396,21.8876,3.1243,0.2261,0.125,-7.5557,-13.5911,10.4856,0.583,202.273,g
30.8329,22.0892,2.3942,0.3555,0.1731,21.2582,9.1749,9.0501,63.5579,51.0149,h
31.068,19.4888,2.5514,0.3006,0.1503,32.6815,23.015,13.5109,32.959,201.13,g
23.5269,10.3603,2.3551,0.521,0.2892,14.5135,-15.4716,-3.9443,82.5176,222.778,h
23.9707,15.5071,2.4425,0.3935,0.2076,9.0555,13.8811,-12.519,18.953,258.564,h
67.7932,22.1934,3.0607,0.2165,0.1239,30.6521,64.2621,17.9046,6.105,276.753,g
18.9249,9.182,2.2833,0.6615,0.4661,17.9983,15.4613,-2.7311,18.7148,184.019,g
56.6218,11.5258,2.3784,0.4142,0.2364,48.1949,-18.1653,10.7206,1.0356,257.999,g
25.5941,0,2.1945,0.7476,0.4441,0,0,-16.5913,61.1232,107.596,g
158.6535,55.1341,3.6128,0.0929,0.0448,-88.9226,-18.014,42.2243,44.8209,312.1745,h
32.8172,16.6688,2.6869,0.5577,0.4045,11.2613,19.398,12.4762,13.2369,258.0529,h
46.4559,18.914,3.0592,0.2906,0.1802,27.0942,36.1971,15.6024,3.5737,194.254,g
28.7485,9.6862,2.4108,0.4854,0.2893,38.7305,-15.7221,-6.489,1.068,197.412,g
117.051,46.0894,3.298,0.2598,0.1377,-160.491,-50.8962,39.2138,40.275,355.352,h
66.4813,23.6457,3.1509,0.2713,0.1756,-71.7939,-28.1662,16.9882,2.0401,258.257,g
43.5601,20.6568,2.5649,0.2941,0.1795,-13.5117,-21.7925,8.2351,10.6667,146.2745,h
41.0084,12.212,2.6656,0.3866,0.2171,-11.0705,-29.2432,6.7442,11.2425,165.258,g
51.0301,28.9634,3.084,0.1665,0.0861,40.3918,32.979,25.4067,3.905,171.15,g
20.0717,7.297,2.2188,0.7432,0.3958,-2.7155,9.9348,-5.3276,71.524,177.989,g
30.5583,16.1245,2.5938,0.4102,0.2229,-22.1688,-21.0536,9.2193,14.043,118.625,g
28.7,17.7909,2.3784,0.4393,0.2322,10.3563,-22.9597,-13.4761,42.5318,52.3661,h
150.978,148.59,5.01,0.0171,0.009,94.4129,-28.141,92.0674,55.18,157.457,g
23.1041,16.8594,2.4281,0.4216,0.2146,-15.7757,-11.8597,10.5502,21.8327,202.634,g
58.8021,16.8468,2.9162,0.3287,0.1898,64.3127,38.5262,7.3994,2.5713,260.66,g
47.4621,39.9715,3.0789,0.1775,0.071,8.8388,25.1838,26.0049,65.5145,146.4611,h
55.4983,26.8202,3.0237,0.1932,0.099,7.1088,50.8975,10.3682,6.216,241.638,g
34.6902,15.6418,2.5572,0.4463,0.244,25.3105,23.5601,14.3958,8.1672,97.5085,h
23.0929,14.0641,2.643,0.4573,0.2901,10.1462,12.0561,-9.6964,22.9228,127.801,h
89.9106,22.5123,2.8648,0.2102,0.114,167.91,-92.5395,-16.2772,39.4007,68.3801,h
13.655,9.7647,2.3064,0.8296,0.4321,-14.5885,-4.8081,-11.764,35.794,145.977,g
57.055,25.7825,3.0648,0.2136,0.1227,-16.7561,45.3846,11.8975,18.2893,200.365,g
25.796,10.2902,2.3757,0.5011,0.2926,16.8423,18.8715,7.1083,36.4567,124.783,g
50.9379,28.2706,3.4046,0.1836,0.116,43.6241,31.6884,10.9688,19.3908,196.411,g
54.1757,30.0162,3.6714,0.2087,0.1107,22.9775,31.2252,-21.4603,47.73,42.5206,g
22.0913,10.8949,2.2945,0.5381,0.2919,15.2776,18.2296,7.3975,21.068,123.281,g
